traveler_id	reservation_id	reservation_date	package_type	departure_date	departure_code	arrival_code	arrival_country	return_date	carrier_id	no_of_adults	no_of_kids
8057974	bdbfc9267a0515a78e1b3dd26d2a5b9190964533a0896597637c2e3d16a4537b	2017-08-31	STP	2017-10-10	OSL	RHO	Greece	2017-10-17	246	2	0
4061791	5b430fbab6f7bf9575c093f86ca33cc5dd870e9fd040ae8027742c87c34e3188	2016-12-08	STP	2017-07-17	CPH	PMI	Spain	2017-07-24	246	2	0
8424710	ecf792cf5e57f5d8caae47fd0313f1a306c10c043100db47f61e8c70b7642160	2018-03-13	STP	2018-06-24	HEL	RHO	Greece	2018-07-01	997	2	0
6373504	fcdadc5db16bc5c7ce3235a2afb8d330a74348d46c7851138442a1780c9d5caa	2018-04-06	STP	2018-09-02	CPH	PMI	Spain	2018-09-09	246	2	1
8670234	7c2588aa42b270cd1f45e2d69d312a8659ec49d3cadea4a731bbf64fbcff59ee	2018-07-14	SOB	2018-07-16	HEL	PMI	Spain	2018-07-23	246	1	0
7863090	889675eefff006435f06fe0c9ac147a1b7a3d0838ab749f54441a09026d248c9	2017-05-24	SOB	2017-07-01	GOT	CHQ	Greece	2017-07-15	246	2	0
8726176	7bb80ced104f6a38c580c8403e0468b6c593233357270ed3deb14fa96e8cb680	2018-08-09	STP	2018-08-19	CPH	PMI	Spain	2018-08-26	246	2	2
8539412	0a1407cf3849a230881c3dd3321887d1e375ebedf10561cd118e0bb5e523c78a	2018-05-03	STP	2018-08-18	GOT	CHQ	Greece	2018-08-25	997	2	0
8950476	5aed7d1e2541ecea921f2cd7bb7892b960f8b553114b7ce4bf1edc6ff53dfbed	2017-03-27	STP	2017-07-16	HEL	SPU	Croatia	2017-07-23	246	2	0
7785336	b9435350736734e7eeb14a5329c310c4f6ac37270010c18ca58c1efe841d666e	2017-04-09	STP	2017-08-11	ARN	LPA	Spain	2017-08-18	246	1	2
7801375	c9b3b528a9d0f40f8e4d5f4fc6211992a199ba851d803ae592b4ab9c00030d77	2017-04-16	STP	2017-09-04	HEL	PMI	Spain	2017-09-11	246	2	0
8458281	7fdb0b4067fc347cd0b8427729c66e702a2e977d5ab305448a4c868058809355	2017-03-28	STP	2017-08-19	GOT	MAH	Spain	2017-08-26	246	2	0
7136246	d2092053872a47c56788febec3f838c50ba38555ae7f56e238c3f7852ca4e4fe	2018-08-04	STP	2018-09-06	GOT	CHQ	Greece	2018-09-13	997	2	2
8559804	c863e5637109dc59fde18e69a61f929d9bc78c0c6d6bd5e40f97f685a167e9ef	2018-05-14	STP	2018-07-23	OSL	PMI	Spain	2018-07-30	246	2	0
8738508	cdef6e3a3fbc353d48e5fe0047c9e490cc9069d3c5436f49b0e2c9e3879237bf	2018-08-17	STP	2018-08-28	GOT	PMI	Spain	2018-09-04	997	2	0
8443174	0ae0c41fd6dbd8004f9d31da8c7c086e16a06f4e1bc08c1905418ef1a97381ce	2018-03-21	STP	2018-06-20	ARN	LPA	Spain	2018-06-27	246	2	0
8534465	10bbfdd863917de4ebe728695cd6054f753c828dcb2bee9391d17aeafbdbccde	2018-05-01	STP	2018-07-24	HEL	CFU	Greece	2018-07-31	246	2	2
8582359	72246227e6465786a2f4f807f7f36f6701e64d173153e7e5f870d684beab3176	2018-05-27	STP	2018-10-04	HEL	CTA	Italy	2018-10-11	246	2	0
7595006	df6fdba35c3b6505dcf7510f5d21f7ce09bba87f927a251ccb1da5ddf4529e8e	2017-01-10	STP	2017-10-08	ARN	KGS	Greece	2017-10-15	246	2	2
7720767	2ef6ea2133d5231fd0e5f882dab6e2efa03beba95d5257a907a4a487cc6525bf	2018-08-16	STP	2018-08-24	GOT	DLM	Turkey	2018-08-31	246	2	0
8690839	a4313972d5a19346f91b0700be0921aa266eb9bfb91db52ccbbf22c336e2cc72	2017-07-01	STP	2017-08-26	ARN	MAH	Spain	2017-09-02	246	2	0
7665524	b2d64e06480ea93acbdecdd741edb862208ef34f23b83d9c43a3b8c66cfd2a9d	2017-02-15	STP	2017-10-20	OSL	LPA	Spain	2017-10-27	246	2	2
8568870	e26da3324a3286c741b2d9a855dbf5266ccb7f0e768ae8ddbc355c7640571acc	2018-05-19	STP	2018-09-13	ARN	AHO	Italy	2018-09-20	997	2	0
8048212	89223e042faae0cfcbfdc183e878837f913757367c1b2d8974c2fefa618f6de8	2017-08-26	STP	2017-09-25	OSL	PMI	Spain	2017-10-02	246	2	1
7617211	e392791861ca703c622117c6320179aecd979c927939aac09bcd7912596712aa	2017-01-27	STP	2017-08-22	OSL	RHO	Greece	2017-09-05	246	2	2
7685956	c85b86d0572b849f01ab02d5c2329a4af82376d0ae349fd602e01e84aa54836e	2018-04-28	STP	2018-07-26	GOT	CHQ	Greece	2018-08-02	997	2	0
8688096	21672dd8870cbf40aae72ef76b8845ee01c042084023a47c6a8bdbf90f636a09	2018-07-22	STP	2018-07-31	ARN	CFU	Greece	2018-08-07	246	1	2
7867900	fb19c8f169090d6b0d13e88b86739d4515779ac5eaa5e917560b0b19dbcdf0fb	2017-05-26	STP	2017-09-02	ARN	MAH	Spain	2017-09-09	246	2	2
8372953	d38c6fb4ebdc964f60e61d909057f5073cf8e875326285d9f31a208c35eeeed2	2017-04-14	STP	2017-08-12	ARN	RHO	Greece	2017-08-19	246	3	0
7803320	ba4115487bdc6f0e3df5d538e7ab86b66f281c815c858d9e46b4bd628cc227f9	2018-04-17	STP	2018-07-05	ARN	CTA	Italy	2018-07-12	246	2	0
8695784	d14ec90eb9f7c87a3a6356e9238e61321a1f0416c1b04800c5e884b49a3fa305	2018-07-25	SOB	2018-07-28	ARN	RHO	Greece	2018-08-04	997	1	0
8013480	876838bc5b460b9f4d092fbea54c36ff0d66e54f668fc8271c2c13c93469bc44	2017-08-07	STP	2017-09-25	GOT	RHO	Greece	2017-10-02	246	2	2
8253600	4778ecde3fe72a59cf00336592086da40aa3eea6ad89c550e5bf1b3f5b52de48	2017-04-13	STP	2017-06-28	ARN	LCA	Cyprus	2017-07-12	246	2	0
8400670	87e5473934afc0dbee22b44f2b982eddf7b11807a65f1dafa881932c8b70bce1	2018-03-04	SOB	2018-10-09	HEL	CFU	Greece	2018-10-16	246	2	0
8730380	37d0b3b5a511a2da35cbf851ba22ee8fad04c47e026e2db7e780410af52b8a8a	2018-08-12	STP	2018-08-20	ARN	PMI	Spain	2018-08-27	997	2	1
8767163	f57bbf96c2937fa97ec360abcd36764edb97150f9834bfe013cbb80c9803f764	2018-09-03	STP	2018-09-20	GOT	SMI	Greece	2018-09-27	246	2	0
6270011	fc48e8cfb63b05909d5f6e88e3d4b418485949ad4e9606ca99a0e6af90372a30	2017-04-01	STP	2017-06-04	ARN	LCA	Cyprus	2017-06-11	246	2	0
6738330	6b921d42b89f9c611d0e66a569c7266c96dc5db09bbaded5eccaf35ca2932975	2017-02-08	STP	2017-08-02	ARN	LPA	Spain	2017-08-09	246	2	3
7915097	65706ec432e3876d7e356ad47957c6edd8e79cf11bbcc7cb8dc18497d03d4ab5	2017-06-23	STP	2017-10-16	HEL	CHQ	Greece	2017-10-23	246	2	0
7258704	10c060a692d7dfecd7e41d81e779c5e3f85f026102f70a40a7fe141e7856eb92	2018-09-29	SOB	2018-10-07	HEL	SPU	Croatia	2018-10-14	246	2	1
8013525	9e2af3a2ee0a4807c3b23e9d7fd2831ee9224a84117b2ddfe3a6326b956cef43	2017-08-07	STP	2017-09-14	OSL	CTA	Italy	2017-09-21	246	2	0
8653122	c308d140900927cc3ed5b9308a45a52d4071074f4156d1e128d5728c18026f05	2018-07-05	STP	2018-09-05	OSL	LCA	Cyprus	2018-09-12	997	2	0
7949259	007e35cc0eb9dd884b62459fc8775a5283fe8488bddadb4b31308a507108a0b1	2017-07-11	STP	2017-08-13	OSL	LCA	Cyprus	2017-08-20	246	2	3
8482517	9d2b964ad2535141985dd4074f9c87d30e2781371816b8de87b86bd6f68a4a09	2018-04-06	STP	2018-08-12	GOT	KGS	Greece	2018-08-19	246	2	0
7742456	e0954c5e16675f90e10600dd508dd26c121ed80d8323a063383b8a3b4874013c	2017-03-20	STP	2017-06-08	GOT	CHQ	Greece	2017-06-15	246	2	0
8554208	c1c52d1aec81ba09f2d043650a53d3611a22107f8fc27bd56f9d5a96ef2e34ce	2018-05-10	STP	2018-09-12	CPH	LCA	Cyprus	2018-09-19	246	2	2
7208934	ce24f2c1dc6365779bf97976fbf51b430f20014f18561bf157fe2674171a66ca	2017-04-23	STP	2017-07-11	ARN	PMI	Spain	2017-07-18	246	1	3
7986059	f24d8e0dcfe30924b11bf49bf876115b4d198f33c4a87dc76506443c68cb173d	2017-07-25	STP	2017-09-27	CPH	BOJ	Bulgaria	2017-10-11	246	2	0
7994443	ae3dcc5d6e16a83a6bdc03784137e4334d17143c9e7a68e3ce409c5cad2f0bcb	2017-07-29	STP	2017-09-08	ARN	ZTH	Greece	2017-09-15	246	1	1
8399937	cac021a53a5b66066c81bdb8a1d9887d7c1c4f53f95672e697a3cd8bd289c2a8	2018-03-03	STP	2018-06-23	HEL	CHQ	Greece	2018-06-30	246	1	3
7943863	3c6f5ecee7832680c050536b973eab2ce8236cfb6a3faa86ae2fb32cdb169e0a	2017-07-08	STP	2017-08-06	HEL	SPU	Croatia	2017-08-13	246	2	0
8425969	24fe8952a6ab2eb22298d747ddc35a7e3677adc1c81512c306bb506b94f571c3	2018-03-14	STP	2018-06-15	GOT	LPA	Spain	2018-06-22	997	2	0
7640777	335332130a00bf25b8aebe81c9a1ef8eaa52415976dbc12442f54c747beb0fec	2017-02-07	STP	2017-07-10	ARN	RHO	Greece	2017-07-17	246	2	0
5771813	d757036e822b04f0137013011c379eea52eb9ec485d8c5565b4da5af81b270e6	2017-03-14	STP	2017-08-07	OSL	PMI	Spain	2017-08-14	246	2	1
8505521	b403a05c3d9296482ccecd4789b021cf172dc702b170557d26d7e530840be85d	2018-04-16	STP	2018-08-09	ARN	AHO	Italy	2018-08-16	997	1	2
7846291	0e256101e8a654000381c643f04ae96b11072f9e5ca2d2dd814a1956026d5981	2017-05-15	STP	2017-06-01	GOT	CHQ	Greece	2017-06-08	246	1	2
7982433	0c25103da037173b21f294cb6c5fc50a97bf6c1b8438468a10063eaa82353717	2017-07-24	STP	2017-07-31	GOT	PMI	Spain	2017-08-07	246	2	0
8011535	b91fadd49dbb6c824716755c71600ea9bb63cb78c389df121d5394f478d4a689	2017-08-06	STP	2017-10-08	ARN	LCA	Cyprus	2017-10-15	246	3	0
6431558	c546de89ee999dcb0ecc86d4db555c2d944ebf02faef6a02dafd86b56a3557aa	2018-04-17	STP	2018-09-21	ARN	ZTH	Greece	2018-09-28	246	3	1
8779125	4fd10dd432408f2607c7e9ad624f60850f12542e130d9a4590935a4baa932aaa	2018-09-09	STP	2018-10-12	GOT	DLM	Turkey	2018-10-19	246	2	0
8076299	686d3a31493bd5252d85bba1a99e8eab7e4029a1eb817d3a7df2b6afcfddedf5	2017-09-08	STP	2017-09-22	ARN	LPA	Spain	2017-09-29	246	2	0
7852263	0e63641d072870385b838c013ced8373db48b493951174815df11e5fbed3c9e0	2017-02-05	STP	2017-10-20	ARN	ZTH	Greece	2017-10-27	246	2	0
7903213	3e1f8af16125d21abab9be47c44f1b8e8c40273417374d2177e6a8467a57460b	2017-06-16	SOB	2017-06-19	OSL	PMI	Spain	2017-06-26	246	2	0
7945076	67ce84ddc592ce59718209b028a335347b5410bd20491357a356fca068d0f6ce	2017-07-09	STP	2018-09-02	KSD	LCA	Cyprus	2018-09-09	246	2	4
8408528	3b400df1793658a38e143239fd53c3b881c9e19f55759c157dd94ec86134f1af	2017-04-20	STP	2017-09-14	OSL	SMI	Greece	2017-09-21	246	2	0
7666124	fdb5e8b4342ebed01048225f322d169681fa8ab1af75ceaa6747df0ded79759e	2017-02-15	STP	2017-08-11	HEL	AHO	Italy	2017-08-18	246	2	1
8530356	fac47a8c75e77e1bc661c9fbe6a9fa0eb3a8bf19d034078adc71ad021568b12a	2018-04-28	STP	2018-09-16	ARN	RHO	Greece	2018-09-23	246	2	0
8079042	3ff94175d8c571a220cf4bce69419aa72e6620789c89fcf3878440b3a046695c	2017-09-09	STP	2017-09-18	OSL	PMI	Spain	2017-09-25	246	2	0
8137460	b68b213668618cd452025aec106d53ae28b5987cd4a024dcc815dbc47c089b78	2017-10-06	STP	2018-07-04	CPH	BOJ	Bulgaria	2018-07-11	246	2	0
8020173	47c2d5620f667b9ab0317f6d78c4210c208ca13a57e783fa24722b4292815ba0	2017-08-11	STP	2017-10-20	CPH	AHO	Italy	2017-10-27	246	2	0
8290955	8355f8a2f6d8de1f5544722ee2fe7d6c4b85b806743c3de916ef165f7e09ea85	2018-01-17	STP	2018-10-01	HEL	CHQ	Greece	2018-10-08	246	2	1
8169776	9337fb971acf942aea1e7eeac6d7b2c5d31de9960cb60c16864d8580c1762103	2017-10-24	STP	2018-07-10	ARN	CFU	Greece	2018-07-24	246	3	1
8137052	b7eb11df6e34d50c6526f27ac0b4f4e877eaee7d1a79aec7b5e196a1a1995c06	2017-07-15	OWO	2017-07-24	CPH	PMI	Spain	2017-07-24	246	1	0
7783249	371f50c6488c3736340f9554064832f7ca8b941e16aecc78722f592784218c29	2017-04-08	STP	2017-09-13	MMX	LCA	Cyprus	2017-09-20	246	2	0
8660739	36b9b84ffe6b1652110ae4a00f16ae39a280ab0afb5219856c85606280840be7	2018-07-10	STP	2018-08-23	HEL	SMI	Greece	2018-08-30	246	2	2
7941468	650c8c695fc89a13744010aeba57b72a6923eab6bd44e0007d4ac076c5633d8b	2018-03-01	SOB	2018-07-12	OSL	SMI	Greece	2018-07-19	246	1	0
8694269	7759aecc0c047400bb00d1d9459cf5091b3c9b1931de0acc71de4dcf9d625332	2018-07-25	STP	2018-08-17	GOT	LPA	Spain	2018-08-31	997	2	0
6733128	1322296ae1b1b70fb9fc3e4411d308429a11fdfaaf7a245af819c2c3442f91c1	2018-04-19	STP	2018-09-02	GOT	KGS	Greece	2018-09-09	246	2	2
7768711	c0bbb840de0e87dbc20384c47027550e6a32368a96e5897d4a19cca19d5ec11b	2017-03-29	STP	2017-09-26	VXO	CHQ	Greece	2017-10-03	246	2	0
8550153	3a11a7a229a58286f708cb68de43bcba49431bcea4dafd9e809c8b0266405658	2018-05-08	STP	2018-09-12	ARN	LCA	Cyprus	2018-09-19	997	2	0
7916729	f241302ff5a6e670f2376c98a39b0d22fcc9504740a4a37e7a4912a5080174dd	2017-06-24	STP	2017-07-11	HEL	RHO	Greece	2017-07-18	246	1	2
8015146	ef30b4308c98863c59d2b3642e67d8bce9a863d00b59040fe2ee111578f56eee	2017-08-08	STP	2017-08-23	ARN	LPA	Spain	2017-08-30	246	2	1
7784150	38cbd61808ba4582c8edbdb6d0284015157e988eff847fe88627aed51853b27f	2017-04-08	STP	2017-07-14	ARN	LPA	Spain	2017-07-21	246	2	2
7941186	5d668d6961630a85f05851e1286d6fc736dab0ae933bb3326b6bda91e6aa3635	2017-07-07	STP	2017-09-17	ARN	KGS	Greece	2017-09-24	246	2	0
7662211	199a97ed9efafddff320ae956585f4e12ed3c2d3a5c952ef3b20dd855d5081ef	2017-02-14	STP	2017-07-11	OSL	CHQ	Greece	2017-07-18	246	2	0
8698120	b3137ae1e29e5f8ad3648e171d05c57d0108d99333f44eb432b00f83529af3f8	2018-07-26	STP	2018-08-09	GOT	CTA	Italy	2018-08-16	246	2	0
5210431	e99fec86253864986c0072d4ace60cda21c5c9b87965038d72c89b8fca3dd833	2018-08-11	STP	2018-08-24	CPH	ZTH	Greece	2018-09-07	246	2	0
8661539	cde23a1b57b36402d2320ef77bcd3e7c92add24bb6e96bbfecd7e1d2f3b7765d	2018-07-10	STP	2018-07-28	ARN	AYT	Turkey	2018-08-04	246	2	0
8111306	04558eea676b3ea3d2e7a6c350a1abdc8ba51ac7e7202efe85df536a1a884370	2017-09-23	STP	2017-10-01	CPH	PMI	Spain	2017-10-08	246	2	0
8738950	1bfbd991b8d457c3be81b557a0545f9350d66ad526e1ca7cb178fed1e56e259f	2018-08-17	SOB	2018-09-22	GOT	CHQ	Greece	2018-09-29	997	2	0
5156505	ab29cf190fc9b730df0c3f2d1f94f7efed005a4e441725ae7169ccdd1cea10f6	2018-03-11	STP	2018-10-27	OSL	CHQ	Greece	2018-11-03	997	2	0
4676884	ebc54fd1c8687d80e7cab179f5941dc18b65548ceb6dd838909debbfa2fec4e8	2017-09-09	STP	2018-10-09	OSL	RHO	Greece	2018-10-16	246	2	0
7726251	7734a72be8d134a7a5798d813f5dd96340c16123de5e32130f0c7d96c30edb68	2017-03-13	STP	2017-08-11	ARN	ZTH	Greece	2017-08-25	246	2	0
7791981	9a52046f3681924e73867d047a1e88f67fad8cf70de7035b146bf30686f0c9ef	2017-05-22	STP	2017-06-03	CPH	CHQ	Greece	2017-06-10	246	2	0
7919968	e9888f62db6646adddad77ebca83ff6579a8977fb0145a15aacaa6a87d9eac93	2017-06-27	STP	2017-07-12	ARN	LCA	Cyprus	2017-07-19	246	2	0
8527100	cbc324aa0599d07c928adb7ae1b5a31fd4c73d3b0c2c54f829888b9eaf697dfa	2018-04-26	STP	2018-09-12	ARN	LCA	Cyprus	2018-09-19	997	2	2
6771272	0082eddaccd1e04c88b7a04f9c5e1f9b3a7260fa515555f531d13e7a392f8e0f	2018-09-26	STP	2018-10-23	OSL	CHQ	Greece	2018-11-06	246	2	0
7799733	aeb64a6f4602b0c2f7305f9a05b04945f9eb1ce7f387f3193344d96527b5a0ab	2017-04-15	SOB	2017-08-03	HEL	CTA	Italy	2017-08-10	246	2	1
6096621	ebfc57d69fdc38b913466cdf73e2d37b49540f6b4f254c54d906305e2e2a7139	2017-09-30	SOB	2017-10-03	GOT	PMI	Spain	2017-10-10	246	2	0
8426997	ee42f172f612417f15d2f17d14d98a6c5bf2b76a888da471fda0a9f6e47f70fa	2018-09-14	STP	2018-09-24	OSL	PMI	Spain	2018-10-01	246	2	0
8252322	a883f4ff25f8e5fe9f65d4d431ae4bd47380957981589e2527e190a071849860	2017-12-18	STP	2018-07-16	OSL	PMI	Spain	2018-07-23	246	4	1
7190384	c967dd0b6c50831fbe79943ad17fb25251325fc3e0711b57923c4425e8f48e01	2016-12-28	STP	2017-06-04	GOT	LCA	Cyprus	2017-06-11	246	2	1
8574579	d3002ff17782a3e8803abdbea46b199fa161ffff8ef8e1df1e80c8f512ef1c54	2018-05-23	STP	2018-05-31	OSL	PMI	Spain	2018-06-07	246	2	0
8558334	42fb1e266aa38fec2b25ff962c38d622381ee2bd6aa52a01c2c367a16392d0f9	2018-05-13	STP	2018-10-20	GOT	CHQ	Greece	2018-10-27	997	2	0
7593998	361adeb6a8d9c15725a785e1a87c17ea1a7da077382c955e8eafaf3a1a55fae6	2017-01-09	STP	2017-09-25	ARN	PUY	Croatia	2017-10-02	246	2	0
4109443	40392a6d5424febd328207731ab141a1a31c4eb15fbae7d3977ed18f06a5abef	2017-02-28	SOB	2017-08-21	GOT	PMI	Spain	2017-08-28	246	2	0
7953086	90bb515be3340a15dba4ab69fc5453027d0cb753055c8aad16679539fa92603b	2017-02-05	STP	2017-07-24	OSL	PMI	Spain	2017-07-31	246	3	0
7972075	33285f1ef4bf3b7454eec7cd1eea6edb1a708b15ef33623b0d392183ffd2be9c	2017-07-19	STP	2017-07-29	GOT	KGS	Greece	2017-08-05	246	2	0
8094594	19e02d157cd52ef21768450d79c18055b1890772eae589d1ae7d0dfbc67bf248	2017-09-16	STP	2017-10-07	MMX	CHQ	Greece	2017-10-14	246	2	0
8446502	c2da9a9ebd19470b30ae1e83916f37c61bce9a150ba83896d456eaf65d9e6582	2018-03-22	STP	2018-09-22	HEL	CHQ	Greece	2018-09-29	246	2	2
8768331	25e6d4f69694412589f632f7d29de3ae21c7aef53a1e2e7c4795e9286eb3bda4	2018-09-03	STP	2018-10-02	OSL	RHO	Greece	2018-10-09	246	2	0
8852291	be8d52f67344e60ebc7d42ca3bb736f302a45081008bd8275f37ed1233c0859b	2018-10-16	STP	2018-10-28	ARN	KGS	Greece	2018-11-04	997	2	2
8664851	c1c60ce8191d5046d3faa8925f96e20512b1eb9462220e8ea56c2c5375d04d70	2018-07-11	STP	2018-08-10	CPH	AHO	Italy	2018-08-17	246	2	2
7791674	9a494c85bc1ec0c9096ed7910e090e19dfdc6135e82bcf7cd6929cb89ca4a112	2017-04-12	STP	2017-09-08	ARN	ZTH	Greece	2017-09-15	246	3	0
8515521	f61e0b643ebb23e62b1111107473c2726ca046c3a32d6774328787f9f1cf9228	2018-04-21	STP	2018-08-21	ARN	PMI	Spain	2018-08-28	997	2	0
6447392	19cb68195d62fde77d60acb662987250fe6f560608808b3a77891a149ebce333	2016-08-02	STP	2017-06-20	ARN	SMI	Greece	2017-07-04	246	2	0
8448203	f5475260437b1bb7d5acbd0516e5d3028c8590cecb484098d41f9d439167c7e6	2018-03-23	STP	2018-09-30	GOT	SPU	Croatia	2018-10-14	246	2	1
7804357	078e1298ef6ed0d5397023589b81473e353fdcc23b42c90f7a7cf35ae5285510	2017-04-18	SOB	2017-09-15	ARN	AHO	Italy	2017-09-22	246	2	0
8037845	221924653f77300cfb60097e77bfac5c177c13480adab53fb3543161ded62b7d	2017-08-21	STP	2017-09-11	ARN	AYT	Turkey	2017-09-18	246	1	0
8610607	bb3b56b30172e99c5cd3936ba58213d15a727b7065b5b00b4711b0ce334e233b	2018-06-12	STP	2018-07-29	HEL	SPU	Croatia	2018-08-05	246	1	2
8350752	492a4816e86b0d4d4e8aab5e58bb775fc4e34afbbe77875b880c10277e6e8b12	2018-02-13	STP	2018-06-18	CPH	PUY	Croatia	2018-06-25	246	2	0
7550951	a91aa14a6f77f44fab07d09628a4ce18b86d02d9b1a9d9f468db2a080b8ba955	2016-12-07	STP	2017-09-16	ARN	BOJ	Bulgaria	2017-09-23	246	2	1
7280378	fb5a66333f948aca740711d829e20af281f41c95ce7aa0eced42dc93d68afdd5	2017-07-01	STP	2017-10-30	MMX	PMI	Spain	2017-11-06	246	2	0
8688536	d69a287ed80441d2a5033b48e13e69a8a92547dcf1e618aa10d1b9410e65f0b9	2018-07-22	SOB	2018-07-27	ARN	ZTH	Greece	2018-08-03	246	1	0
7758185	28a46f5b4726679a5ba1a373c0a394b2af995bb7c824c5f529010b064d40a3b7	2017-03-27	STP	2017-06-20	HEL	RHO	Greece	2017-06-26	246	2	0
8095740	bbf4ba312fb1255f2fcef0c178f887fda8e698f0accf8be22bf76a445ef76d9e	2017-09-16	SOB	2017-10-11	CPH	LCA	Cyprus	2017-10-25	246	2	0
6517910	476d903dd822695d119d6ba57914c302b5abf7e19eadbef0548e26e4ad8954dc	2018-05-23	STP	2018-08-16	HEL	CTA	Italy	2018-08-23	246	2	0
7940537	689e5a39d9ceaa5fe90a394d4f52f0d4af62dd1a85f1169a8a7595420bd6963d	2017-07-07	STP	2017-08-17	GOT	AHO	Italy	2017-08-24	246	2	0
8783947	ac607f06db4dc94b40638bdb4d16ef8793ffd88382d9da8da1be0734ff1ace50	2018-09-11	STP	2018-10-03	OSL	LPA	Spain	2018-10-17	246	2	0
8105722	462a4baa6dfa5093746d9ad82d870254c04a9e68b98e114586bb6938a1de5990	2017-09-21	STP	2017-09-24	GOT	LCA	Cyprus	2017-10-01	246	2	0
7984922	394e128979933710cb4117c770623c1e57c623f98a56a97fb9a6a4ba6cb93dfd	2017-07-25	STP	2017-08-05	GOT	CHQ	Greece	2017-08-12	246	2	1
8593105	740683afef0d1aa6f3755e8ed689431c77b7145c69ef59d0ea90780c9a702dcc	2018-06-02	STP	2018-07-03	ARN	CFU	Greece	2018-07-10	246	2	0
7990770	a5c38a1221420aa94d604470b7eb802a9e20d2989e60e0e56b5d857e6761bfa9	2017-05-26	STP	2017-06-11	OSL	LCA	Cyprus	2017-06-18	246	2	0
8043533	dcf5ba689ac95205453b627667c2032c82d7fa3592c1bbd3707cd4e9c6832012	2017-08-24	STP	2017-10-19	ARN	CTA	Italy	2017-10-26	246	2	0
7840156	3aa1b725a23fc1deba333287dc5a59463b5ee9e664243aaae3f1f88f82efa813	2017-05-10	STP	2017-09-18	OSL	PMI	Spain	2017-09-25	246	2	0
8685554	3d1d70582f97ed520b660719133e27b1422e0195f49153af8fe1a6b18ae0b86d	2018-07-20	STP	2018-08-11	OSL	CHQ	Greece	2018-08-18	997	2	0
8050761	1bbd98353d18fe6d17e7c1fb47b448a8522e7fef3ef18fb29fe8eace7d24ff25	2017-03-19	STP	2017-09-29	GOT	LPA	Spain	2017-10-13	246	2	0
7964778	7086c98a4256e258c214f76d37993e79000a7d2bbb6bc25aa070393f267f9954	2017-07-15	STP	2017-07-24	OSL	RHO	Greece	2017-07-31	246	1	1
8693652	f3056902247eee5511b0c3f07226b3e5ce08cf29f7020d1a8985b5a97cac80fa	2018-07-25	STP	2018-10-08	OSL	PMI	Spain	2018-10-15	246	1	0
7204563	61d10b72a8a7343e4a7d6b8a141ad06baa2ef6a2e2b713ce114d33f1ff7c0c4e	2017-06-13	STP	2017-09-01	ARN	LPA	Spain	2017-09-08	246	1	1
8089367	f12b18c8c0fd652b9bd4a59e3856bcd14e94fecb0304a301c83d23044f627a2c	2017-09-14	STP	2017-10-01	ARN	KGS	Greece	2017-10-08	246	2	3
8410340	67cadc3bb533172feb43a12b40b8e52d3ae6b4d01aafcf9777ae7e2aafe9c63d	2018-03-07	STP	2018-08-09	GOT	PMI	Spain	2018-08-16	997	2	2
7988618	451414a7fb15be9742f4f10e707c8a674018288b8c50c003af9dc0ce393e8bac	2017-07-26	STP	2017-10-26	HEL	CTA	Italy	2017-11-02	246	2	0
7253907	eea0dff5bfe518273c5da726b4f211e576bc82bf9b1088f167e4e26c688a2fde	2017-05-19	SOB	2017-07-07	HEL	AHO	Italy	2017-07-14	246	1	0
7230796	877576f7b3ea59bdc50fcc0fb263f9d83b05402ede42153d48abde1b66b7eb25	2017-04-10	STP	2017-07-11	ARN	CHQ	Greece	2017-07-25	246	2	2
7727501	054a5ec4905ffeae7975a5e77d83dcb00c68fcb03b84ba0a6bb71882e9634759	2017-03-13	STP	2017-07-16	HEL	SPU	Croatia	2017-07-23	246	2	0
8327672	43c65c90d1378e12e759a473ec74962f72ada989f396828b345bdb249a422e05	2018-02-06	STP	2018-08-26	ARN	LCA	Cyprus	2018-09-09	997	3	0
8030867	d01f9da3156d84a687b7c42e150768a60ca3a358e0609c6e8f02a4e5565ff46b	2017-08-17	STP	2017-10-30	GOT	RHO	Greece	2017-11-06	246	2	3
8266195	f2118b3e5d4dfe0f0904c2e74c06a66708dc36dc1f53a38d7e9b0e3a3e551b82	2017-12-28	STP	2018-09-01	OSL	CHQ	Greece	2018-09-08	246	2	2
7433783	cc4b4daa9d520a0f5a62584d57dc8c91581b7ee8ffb7b5637e402acca39b7965	2017-09-02	STP	2017-10-22	CPH	PMI	Spain	2017-10-29	246	2	0
7960019	ba7072fb4da3968b15f1313a942f66e0a50fc3a3bb60dc0295bb79d596f56800	2017-07-13	STP	2017-09-09	CPH	CHQ	Greece	2017-09-16	246	2	0
8806396	020f3a203519b86f2e7a8e7e0a8ff05442cc8376bdf9d7f15ee78a12b2752b0a	2018-09-22	STP	2018-09-30	GOT	KGS	Greece	2018-10-07	246	1	3
8507246	c7e49ab00b634b7eede9e6479f47afdd8a6396b7e6771a6b23cbc3991251a8b6	2018-04-17	STP	2018-07-07	HEL	CHQ	Greece	2018-07-14	997	2	1
8622618	a62951ff004d261d6d6a4cb75e0aa7c56e89cc5e270858817420bc41fa063dc2	2018-06-20	STP	2018-08-05	ARN	KGS	Greece	2018-08-12	997	2	2
8474476	ba3fa53c5e07ee4cad4ab379db2052d0ec4d8457d221f6ce31f4f337c2c7190b	2018-04-03	STP	2018-06-19	HEL	RHO	Greece	2018-06-26	246	2	0
